id_data,data_completa,dia_data,mes_data,ano_data,nome_mes_data,trmst_data,semst_data
6600,2023-02-19,19,2,2023,Fev,1,1
6601,2023-02-20,20,2,2023,Fev,1,1
6602,2023-02-21,21,2,2023,Fev,1,1
6603,2023-02-22,22,2,2023,Fev,1,1
6604,2023-02-23,23,2,2023,Fev,1,1
6605,2023-02-24,24,2,2023,Fev,1,1
6606,2023-02-25,25,2,2023,Fev,1,1
6607,2023-02-26,26,2,2023,Fev,1,1
6608,2023-02-27,27,2,2023,Fev,1,1
6609,2023-02-28,28,2,2023,Fev,1,1
6610,2023-03-01,1,3,2023,Mar,1,1
6611,2023-03-02,2,3,2023,Mar,1,1
6612,2023-03-03,3,3,2023,Mar,1,1
6613,2023-03-04,4,3,2023,Mar,1,1
6614,2023-03-05,5,3,2023,Mar,1,1
6615,2023-03-06,6,3,2023,Mar,1,1
6616,2023-03-07,7,3,2023,Mar,1,1
6617,2023-03-08,8,3,2023,Mar,1,1
6618,2023-03-09,9,3,2023,Mar,1,1
6619,2023-03-10,10,3,2023,Mar,1,1
6620,2023-03-11,11,3,2023,Mar,1,1
6621,2023-03-12,12,3,2023,Mar,1,1
6622,2023-03-13,13,3,2023,Mar,1,1
6623,2023-03-14,14,3,2023,Mar,1,1
6624,2023-03-15,15,3,2023,Mar,1,1
6625,2023-03-16,16,3,2023,Mar,1,1
6626,2023-03-17,17,3,2023,Mar,1,1
6627,2023-03-18,18,3,2023,Mar,1,1
6628,2023-03-19,19,3,2023,Mar,1,1
6629,2023-03-20,20,3,2023,Mar,1,1
6630,2023-03-21,21,3,2023,Mar,1,1
6631,2023-03-22,22,3,2023,Mar,1,1
6632,2023-03-23,23,3,2023,Mar,1,1
6633,2023-03-24,24,3,2023,Mar,1,1
6634,2023-03-25,25,3,2023,Mar,1,1
6635,2023-03-26,26,3,2023,Mar,1,1
6636,2023-03-27,27,3,2023,Mar,1,1
6637,2023-03-28,28,3,2023,Mar,1,1
6638,2023-03-29,29,3,2023,Mar,1,1
6639,2023-03-30,30,3,2023,Mar,1,1
6640,2023-03-31,31,3,2023,Mar,1,1
6641,2023-04-01,1,4,2023,Abr,2,1
6642,2023-04-02,2,4,2023,Abr,2,1
6643,2023-04-03,3,4,2023,Abr,2,1
6644,2023-04-04,4,4,2023,Abr,2,1
6645,2023-04-05,5,4,2023,Abr,2,1
6646,2023-04-06,6,4,2023,Abr,2,1
6647,2023-04-07,7,4,2023,Abr,2,1
6648,2023-04-08,8,4,2023,Abr,2,1
6649,2023-04-09,9,4,2023,Abr,2,1
6650,2023-04-10,10,4,2023,Abr,2,1
6651,2023-04-11,11,4,2023,Abr,2,1
6652,2023-04-12,12,4,2023,Abr,2,1
6653,2023-04-13,13,4,2023,Abr,2,1
6654,2023-04-14,14,4,2023,Abr,2,1
6655,2023-04-15,15,4,2023,Abr,2,1
6656,2023-04-16,16,4,2023,Abr,2,1
6657,2023-04-17,17,4,2023,Abr,2,1
6658,2023-04-18,18,4,2023,Abr,2,1
6659,2023-04-19,19,4,2023,Abr,2,1
6660,2023-04-20,20,4,2023,Abr,2,1
6661,2023-04-21,21,4,2023,Abr,2,1
6662,2023-04-22,22,4,2023,Abr,2,1
6663,2023-04-23,23,4,2023,Abr,2,1
6664,2023-04-24,24,4,2023,Abr,2,1
6665,2023-04-25,25,4,2023,Abr,2,1
6666,2023-04-26,26,4,2023,Abr,2,1
6667,2023-04-27,27,4,2023,Abr,2,1
6668,2023-04-28,28,4,2023,Abr,2,1
6669,2023-04-29,29,4,2023,Abr,2,1
6670,2023-04-30,30,4,2023,Abr,2,1
6671,2023-05-01,1,5,2023,Mai,2,1
6672,2023-05-02,2,5,2023,Mai,2,1
6673,2023-05-03,3,5,2023,Mai,2,1
6674,2023-05-04,4,5,2023,Mai,2,1
6675,2023-05-05,5,5,2023,Mai,2,1
6676,2023-05-06,6,5,2023,Mai,2,1
6677,2023-05-07,7,5,2023,Mai,2,1
6678,2023-05-08,8,5,2023,Mai,2,1
6679,2023-05-09,9,5,2023,Mai,2,1
6680,2023-05-10,10,5,2023,Mai,2,1
6681,2023-05-11,11,5,2023,Mai,2,1
6682,2023-05-12,12,5,2023,Mai,2,1
6683,2023-05-13,13,5,2023,Mai,2,1
6684,2023-05-14,14,5,2023,Mai,2,1
6685,2023-05-15,15,5,2023,Mai,2,1
6686,2023-05-16,16,5,2023,Mai,2,1
6687,2023-05-17,17,5,2023,Mai,2,1
6688,2023-05-18,18,5,2023,Mai,2,1
6689,2023-05-19,19,5,2023,Mai,2,1
6690,2023-05-20,20,5,2023,Mai,2,1
6691,2023-05-21,21,5,2023,Mai,2,1
6692,2023-05-22,22,5,2023,Mai,2,1
6693,2023-05-23,23,5,2023,Mai,2,1
6694,2023-05-24,24,5,2023,Mai,2,1
6695,2023-05-25,25,5,2023,Mai,2,1
6696,2023-05-26,26,5,2023,Mai,2,1
6697,2023-05-27,27,5,2023,Mai,2,1
6698,2023-05-28,28,5,2023,Mai,2,1
6699,2023-05-29,29,5,2023,Mai,2,1
6700,2023-05-30,30,5,2023,Mai,2,1
6701,2023-05-31,31,5,2023,Mai,2,1
6702,2023-06-01,1,6,2023,Jun,2,1
6703,2023-06-02,2,6,2023,Jun,2,1
6704,2023-06-03,3,6,2023,Jun,2,1
6705,2023-06-04,4,6,2023,Jun,2,1
6706,2023-06-05,5,6,2023,Jun,2,1
6707,2023-06-06,6,6,2023,Jun,2,1
6708,2023-06-07,7,6,2023,Jun,2,1
6709,2023-06-08,8,6,2023,Jun,2,1
6710,2023-06-09,9,6,2023,Jun,2,1
6711,2023-06-10,10,6,2023,Jun,2,1
6712,2023-06-11,11,6,2023,Jun,2,1
6713,2023-06-12,12,6,2023,Jun,2,1
6714,2023-06-13,13,6,2023,Jun,2,1
6715,2023-06-14,14,6,2023,Jun,2,1
6716,2023-06-15,15,6,2023,Jun,2,1
6717,2023-06-16,16,6,2023,Jun,2,1
6718,2023-06-17,17,6,2023,Jun,2,1
6719,2023-06-18,18,6,2023,Jun,2,1
6720,2023-06-19,19,6,2023,Jun,2,1
6721,2023-06-20,20,6,2023,Jun,2,1
6722,2023-06-21,21,6,2023,Jun,2,1
6723,2023-06-22,22,6,2023,Jun,2,1
6724,2023-06-23,23,6,2023,Jun,2,1
6725,2023-06-24,24,6,2023,Jun,2,1
6726,2023-06-25,25,6,2023,Jun,2,1
6727,2023-06-26,26,6,2023,Jun,2,1
6728,2023-06-27,27,6,2023,Jun,2,1
6729,2023-06-28,28,6,2023,Jun,2,1
6730,2023-06-29,29,6,2023,Jun,2,1
6731,2023-06-30,30,6,2023,Jun,2,1
6732,2023-07-01,1,7,2023,Jul,3,2
6733,2023-07-02,2,7,2023,Jul,3,2
6734,2023-07-03,3,7,2023,Jul,3,2
6735,2023-07-04,4,7,2023,Jul,3,2
6736,2023-07-05,5,7,2023,Jul,3,2
6737,2023-07-06,6,7,2023,Jul,3,2
6738,2023-07-07,7,7,2023,Jul,3,2
6739,2023-07-08,8,7,2023,Jul,3,2
6740,2023-07-09,9,7,2023,Jul,3,2
6741,2023-07-10,10,7,2023,Jul,3,2
6742,2023-07-11,11,7,2023,Jul,3,2
6743,2023-07-12,12,7,2023,Jul,3,2
6744,2023-07-13,13,7,2023,Jul,3,2
6745,2023-07-14,14,7,2023,Jul,3,2
6746,2023-07-15,15,7,2023,Jul,3,2
6747,2023-07-16,16,7,2023,Jul,3,2
6748,2023-07-17,17,7,2023,Jul,3,2
6749,2023-07-18,18,7,2023,Jul,3,2
6750,2023-07-19,19,7,2023,Jul,3,2
6751,2023-07-20,20,7,2023,Jul,3,2
6752,2023-07-21,21,7,2023,Jul,3,2
6753,2023-07-22,22,7,2023,Jul,3,2
6754,2023-07-23,23,7,2023,Jul,3,2
6755,2023-07-24,24,7,2023,Jul,3,2
6756,2023-07-25,25,7,2023,Jul,3,2
6757,2023-07-26,26,7,2023,Jul,3,2
6758,2023-07-27,27,7,2023,Jul,3,2
6759,2023-07-28,28,7,2023,Jul,3,2
6760,2023-07-29,29,7,2023,Jul,3,2
6761,2023-07-30,30,7,2023,Jul,3,2
6762,2023-07-31,31,7,2023,Jul,3,2
6763,2023-08-01,1,8,2023,Ago,3,2
6764,2023-08-02,2,8,2023,Ago,3,2
6765,2023-08-03,3,8,2023,Ago,3,2
6766,2023-08-04,4,8,2023,Ago,3,2
6767,2023-08-05,5,8,2023,Ago,3,2
6768,2023-08-06,6,8,2023,Ago,3,2
6769,2023-08-07,7,8,2023,Ago,3,2
6770,2023-08-08,8,8,2023,Ago,3,2
6771,2023-08-09,9,8,2023,Ago,3,2
6772,2023-08-10,10,8,2023,Ago,3,2
6773,2023-08-11,11,8,2023,Ago,3,2
6774,2023-08-12,12,8,2023,Ago,3,2
6775,2023-08-13,13,8,2023,Ago,3,2
6776,2023-08-14,14,8,2023,Ago,3,2
6777,2023-08-15,15,8,2023,Ago,3,2
6778,2023-08-16,16,8,2023,Ago,3,2
6779,2023-08-17,17,8,2023,Ago,3,2
6780,2023-08-18,18,8,2023,Ago,3,2
6781,2023-08-19,19,8,2023,Ago,3,2
6782,2023-08-20,20,8,2023,Ago,3,2
6783,2023-08-21,21,8,2023,Ago,3,2
6784,2023-08-22,22,8,2023,Ago,3,2
6785,2023-08-23,23,8,2023,Ago,3,2
6786,2023-08-24,24,8,2023,Ago,3,2
6787,2023-08-25,25,8,2023,Ago,3,2
6788,2023-08-26,26,8,2023,Ago,3,2
6789,2023-08-27,27,8,2023,Ago,3,2
6790,2023-08-28,28,8,2023,Ago,3,2
6791,2023-08-29,29,8,2023,Ago,3,2
6792,2023-08-30,30,8,2023,Ago,3,2
6793,2023-08-31,31,8,2023,Ago,3,2
6794,2023-09-01,1,9,2023,Set,3,2
6795,2023-09-02,2,9,2023,Set,3,2
6796,2023-09-03,3,9,2023,Set,3,2
6797,2023-09-04,4,9,2023,Set,3,2
6798,2023-09-05,5,9,2023,Set,3,2
6799,2023-09-06,6,9,2023,Set,3,2
6800,2023-09-07,7,9,2023,Set,3,2
6801,2023-09-08,8,9,2023,Set,3,2
6802,2023-09-09,9,9,2023,Set,3,2
6803,2023-09-10,10,9,2023,Set,3,2
6804,2023-09-11,11,9,2023,Set,3,2
6805,2023-09-12,12,9,2023,Set,3,2
6806,2023-09-13,13,9,2023,Set,3,2
6807,2023-09-14,14,9,2023,Set,3,2
6808,2023-09-15,15,9,2023,Set,3,2
6809,2023-09-16,16,9,2023,Set,3,2
6810,2023-09-17,17,9,2023,Set,3,2
6811,2023-09-18,18,9,2023,Set,3,2
6812,2023-09-19,19,9,2023,Set,3,2
6813,2023-09-20,20,9,2023,Set,3,2
6814,2023-09-21,21,9,2023,Set,3,2
6815,2023-09-22,22,9,2023,Set,3,2
6816,2023-09-23,23,9,2023,Set,3,2
6817,2023-09-24,24,9,2023,Set,3,2
6818,2023-09-25,25,9,2023,Set,3,2
6819,2023-09-26,26,9,2023,Set,3,2
6820,2023-09-27,27,9,2023,Set,3,2
6821,2023-09-28,28,9,2023,Set,3,2
6822,2023-09-29,29,9,2023,Set,3,2
6823,2023-09-30,30,9,2023,Set,3,2
6824,2023-10-01,1,10,2023,Out,4,2
6825,2023-10-02,2,10,2023,Out,4,2
6826,2023-10-03,3,10,2023,Out,4,2
6827,2023-10-04,4,10,2023,Out,4,2
6828,2023-10-05,5,10,2023,Out,4,2
6829,2023-10-06,6,10,2023,Out,4,2
6830,2023-10-07,7,10,2023,Out,4,2
6831,2023-10-08,8,10,2023,Out,4,2
6832,2023-10-09,9,10,2023,Out,4,2
6833,2023-10-10,10,10,2023,Out,4,2
6834,2023-10-11,11,10,2023,Out,4,2
6835,2023-10-12,12,10,2023,Out,4,2
6836,2023-10-13,13,10,2023,Out,4,2
6837,2023-10-14,14,10,2023,Out,4,2
6838,2023-10-15,15,10,2023,Out,4,2
6839,2023-10-16,16,10,2023,Out,4,2
6840,2023-10-17,17,10,2023,Out,4,2
6841,2023-10-18,18,10,2023,Out,4,2
6842,2023-10-19,19,10,2023,Out,4,2
6843,2023-10-20,20,10,2023,Out,4,2
6844,2023-10-21,21,10,2023,Out,4,2
6845,2023-10-22,22,10,2023,Out,4,2
6846,2023-10-23,23,10,2023,Out,4,2
6847,2023-10-24,24,10,2023,Out,4,2
6848,2023-10-25,25,10,2023,Out,4,2
6849,2023-10-26,26,10,2023,Out,4,2
6850,2023-10-27,27,10,2023,Out,4,2
6851,2023-10-28,28,10,2023,Out,4,2
6852,2023-10-29,29,10,2023,Out,4,2
6853,2023-10-30,30,10,2023,Out,4,2
6854,2023-10-31,31,10,2023,Out,4,2
6855,2023-11-01,1,11,2023,Nov,4,2
6856,2023-11-02,2,11,2023,Nov,4,2
6857,2023-11-03,3,11,2023,Nov,4,2
6858,2023-11-04,4,11,2023,Nov,4,2
6859,2023-11-05,5,11,2023,Nov,4,2
6860,2023-11-06,6,11,2023,Nov,4,2
6861,2023-11-07,7,11,2023,Nov,4,2
6862,2023-11-08,8,11,2023,Nov,4,2
6863,2023-11-09,9,11,2023,Nov,4,2
6864,2023-11-10,10,11,2023,Nov,4,2
6865,2023-11-11,11,11,2023,Nov,4,2
6866,2023-11-12,12,11,2023,Nov,4,2
6867,2023-11-13,13,11,2023,Nov,4,2
6868,2023-11-14,14,11,2023,Nov,4,2
6869,2023-11-15,15,11,2023,Nov,4,2
6870,2023-11-16,16,11,2023,Nov,4,2
6871,2023-11-17,17,11,2023,Nov,4,2
6872,2023-11-18,18,11,2023,Nov,4,2
6873,2023-11-19,19,11,2023,Nov,4,2
6874,2023-11-20,20,11,2023,Nov,4,2
6875,2023-11-21,21,11,2023,Nov,4,2
6876,2023-11-22,22,11,2023,Nov,4,2
6877,2023-11-23,23,11,2023,Nov,4,2
6878,2023-11-24,24,11,2023,Nov,4,2
6879,2023-11-25,25,11,2023,Nov,4,2
6880,2023-11-26,26,11,2023,Nov,4,2
6881,2023-11-27,27,11,2023,Nov,4,2
6882,2023-11-28,28,11,2023,Nov,4,2
6883,2023-11-29,29,11,2023,Nov,4,2
6884,2023-11-30,30,11,2023,Nov,4,2
