id_venda,id_data,id_posto,id_func,id_comb,qtd_lts,valor_venda
69713,372,1,11354,7,22.61,166.47
69714,372,1,11354,2,95.51,497.85
69715,372,1,11354,7,46.55,342.72
69716,372,1,11354,4,22.02,138.45
69717,372,1,11354,7,51.85,381.75
75386,373,1,11354,2,581.28,3029.92
75387,373,1,11354,1,31.39,138.51
75388,373,1,11354,1,23.73,104.71
75389,373,1,11354,5,78.07,428.41
75390,373,1,11354,5,7.28,39.95
75391,373,1,11354,5,82.51,452.77
75392,373,1,11354,6,931.39,6112.25
75393,373,1,11354,5,83.46,457.99
75394,373,1,11354,1,8.92,39.36
75395,373,1,11354,6,829.43,5443.13
75396,373,1,11354,5,99.56,546.34
75397,373,1,11354,6,179.16,1175.74
75398,373,1,11354,6,245.1,1608.47
75399,373,1,11354,2,975.95,5087.14
75400,373,1,11354,3,46.78,193.55
75401,373,1,11354,4,95.11,598.00
75402,373,1,11354,4,28.94,181.96
75403,373,1,11354,4,33.78,212.39
75404,373,1,11354,1,45.94,202.71
75405,373,1,11354,4,53.31,335.19
75406,373,1,11354,6,133.72,877.54
81145,374,1,11354,5,33.83,185.64
81146,374,1,11354,3,76.33,315.82
81147,374,1,11354,4,29.27,184.04
81148,374,1,11354,3,33.63,139.14
81149,374,1,11354,1,24.26,107.05
81150,374,1,11354,5,9.77,53.61
81151,374,1,11354,6,943.58,6192.24
81152,374,1,11354,4,62.23,391.27
81153,374,1,11354,7,52.02,383.00
81154,374,1,11354,5,29.8,163.53
81155,374,1,11354,2,113.23,590.21
81156,374,1,11354,4,94.37,593.35
81157,374,1,11354,2,238.27,1241.98
81158,374,1,11354,5,96.39,528.94
81159,374,1,11354,1,45.44,200.50
81160,374,1,11354,2,791.95,4128.04
81161,374,1,11354,4,97.43,612.59
81162,374,1,11354,3,51.79,214.28
81163,374,1,11354,7,79.79,587.45
81164,374,1,11354,7,79.56,585.76
86856,375,1,11354,4,38.51,242.13
86857,375,1,11354,4,69.69,438.18
86858,375,1,11354,4,11.3,71.05
86859,375,1,11354,7,87.3,642.75
86860,375,1,11354,6,321.84,2112.07
86861,375,1,11354,6,946.42,6210.88
86862,375,1,11354,1,91.64,404.36
86863,375,1,11354,4,57.81,363.48
86864,375,1,11354,7,25.55,188.11
86865,375,1,11354,2,592.63,3089.08
86866,375,1,11354,7,56.33,414.73
86867,375,1,11354,1,70.7,311.96
86868,375,1,11354,1,43.49,191.90
86869,375,1,11354,1,45.29,199.84
86870,375,1,11354,4,26.5,166.62
86871,375,1,11354,2,613.49,3197.82
86872,375,1,11354,6,980.43,6434.07
86873,375,1,11354,4,48.14,302.68
86874,375,1,11354,1,70.56,311.35
92567,376,1,11354,2,716.35,3733.97
92568,376,1,11354,3,19.32,79.94
92569,376,1,11354,4,44.71,281.11
92570,376,1,11354,5,48.42,265.70
92571,376,1,11354,2,221.72,1155.72
92572,376,1,11354,1,30.63,135.15
92573,376,1,11354,1,83.24,367.30
92574,376,1,11354,7,20.53,151.15
92575,376,1,11354,1,90.52,399.42
92576,376,1,11354,2,583.59,3041.96
92577,376,1,11354,6,914.08,5998.65
92578,376,1,11354,1,75.52,333.23
92579,376,1,11354,5,55.61,305.16
92580,376,1,11354,7,38.4,282.72
92581,376,1,11354,6,372.4,2443.88
92582,376,1,11354,3,39.6,163.84
92583,376,1,11354,3,93.1,385.20
92584,376,1,11354,6,351.23,2304.95
92585,376,1,11354,7,51.22,377.11
92586,376,1,11354,4,51.63,324.62
98305,377,1,11354,3,75.34,311.72
98306,377,1,11354,4,19.25,121.03
98307,377,1,11354,2,795.88,4148.52
98308,377,1,11354,4,57.76,363.17
98309,377,1,11354,1,57.51,253.76
98310,377,1,11354,4,51.82,325.82
98311,377,1,11354,4,76.79,482.82
98312,377,1,11354,7,26.75,196.95
98313,377,1,11354,7,32.28,237.66
98314,377,1,11354,2,509.41,2655.30
98315,377,1,11354,2,571.01,2976.39
98316,377,1,11354,6,844,5538.75
98317,377,1,11354,2,604.65,3151.74
98318,377,1,11354,5,99.27,544.74
98319,377,1,11354,1,94.03,414.91
98320,377,1,11354,6,470.8,3089.62
98321,377,1,11354,2,616.27,3212.31
104036,378,1,11354,7,53.02,390.36
104037,378,1,11354,7,81.97,603.50
104038,378,1,11354,4,22.41,140.90
104039,378,1,11354,5,85.88,471.27
104040,378,1,11354,6,701.83,4605.76
104041,378,1,11354,2,152.08,792.72
104042,378,1,11354,4,6.76,42.50
104043,378,1,11354,4,89.23,561.03
104044,378,1,11354,2,41.58,216.74
104045,378,1,11354,7,32.32,237.96
104046,378,1,11354,7,54.51,401.33
104047,378,1,11354,4,28.94,181.96
104048,378,1,11354,3,24.64,101.95
104049,378,1,11354,6,536.67,3521.90
104050,378,1,11354,7,73.74,542.91
104051,378,1,11354,3,42.68,176.59
104052,378,1,11354,7,20.95,154.24
109738,379,1,11354,3,34.68,143.49
109739,379,1,11354,5,95.74,525.37
109740,379,1,11354,4,98.79,621.14
109741,379,1,11354,5,26.74,146.74
109742,379,1,11354,3,6.76,27.97
109743,379,1,11354,2,302.94,1579.07
109744,379,1,11354,4,63.7,400.51
109745,379,1,11354,7,50.96,375.19
109746,379,1,11354,6,491.35,3224.48
109747,379,1,11354,2,389.62,2030.89
109748,379,1,11354,5,89.87,493.16
109749,379,1,11354,2,64.92,338.40
109750,379,1,11354,1,14.22,62.75
109751,379,1,11354,2,586.54,3057.34
109752,379,1,11354,4,98.13,616.99
109753,379,1,11354,7,59.86,440.72
109754,379,1,11354,3,89.08,368.57
109755,379,1,11354,2,876.78,4570.22
109756,379,1,11354,7,82.9,610.35
115447,380,1,11354,6,74.63,489.76
115448,380,1,11354,7,53.75,395.73
115449,380,1,11354,6,571.82,3752.57
115450,380,1,11354,6,247.01,1621.00
115451,380,1,11354,3,8.38,34.67
115452,380,1,11354,5,53.54,293.80
115453,380,1,11354,3,93.31,386.07
115454,380,1,11354,5,47.08,258.35
115455,380,1,11354,3,86.18,356.57
115456,380,1,11354,2,187.63,978.02
115457,380,1,11354,5,65.21,357.84
115458,380,1,11354,4,91.7,576.56
115459,380,1,11354,3,86.67,358.60
115460,380,1,11354,1,41.36,182.50
115461,380,1,11354,6,369.56,2425.24
115462,380,1,11354,1,43,189.74
115463,380,1,11354,5,21.59,118.48
121123,381,1,11354,2,153.42,799.70
121124,381,1,11354,6,964.02,6326.38
121125,381,1,11354,3,38.92,161.03
121126,381,1,11354,4,13.13,82.55
121127,381,1,11354,6,976.92,6411.04
121128,381,1,11354,6,183.63,1205.07
121129,381,1,11354,1,35.49,156.60
121130,381,1,11354,7,96.75,712.32
121131,381,1,11354,3,80.3,332.24
121132,381,1,11354,5,36.44,199.96
121133,381,1,11354,7,57.8,425.55
121134,381,1,11354,7,58.86,433.36
121135,381,1,11354,5,19.91,109.26
121136,381,1,11354,6,308.5,2024.53
121137,381,1,11354,3,95.44,394.88
121138,381,1,11354,6,854.59,5608.25
121139,381,1,11354,3,47.12,194.96
121140,381,1,11354,6,377.11,2474.78
121141,381,1,11354,2,497.28,2592.07
126829,382,1,11354,1,47.47,209.46
126830,382,1,11354,2,301.85,1573.39
126831,382,1,11354,5,61.72,338.69
126832,382,1,11354,4,76.35,480.05
126833,382,1,11354,1,30.68,135.38
126834,382,1,11354,7,49.33,363.19
126835,382,1,11354,1,13.77,60.76
126836,382,1,11354,3,41.65,172.33
126837,382,1,11354,1,79.39,350.31
126838,382,1,11354,2,55.91,291.43
126839,382,1,11354,6,858.18,5631.81
126840,382,1,11354,1,44.54,196.53
126841,382,1,11354,7,78.2,575.75
126842,382,1,11354,5,12.23,67.11
126843,382,1,11354,7,73.47,540.92
126844,382,1,11354,5,66.95,367.39
126845,382,1,11354,4,56.37,354.43
126846,382,1,11354,7,95.12,700.32
126847,382,1,11354,5,94.59,519.06
126848,382,1,11354,7,32.82,241.64
126849,382,1,11354,5,26.18,143.66
132575,383,1,11354,1,8.55,37.73
132576,383,1,11354,1,99.98,441.16
132577,383,1,11354,5,78.88,432.85
132578,383,1,11354,5,92.75,508.97
132579,383,1,11354,7,63.13,464.79
132580,383,1,11354,1,47.62,210.12
132581,383,1,11354,1,18.5,81.63
132582,383,1,11354,5,70.43,386.48
132583,383,1,11354,5,22.63,124.18
132584,383,1,11354,6,883.97,5801.05
132585,383,1,11354,1,65.12,287.34
132586,383,1,11354,1,30.57,134.89
132587,383,1,11354,1,76.71,338.48
132588,383,1,11354,6,792.45,5200.45
132589,383,1,11354,5,73.41,402.84
132590,383,1,11354,1,47.97,211.67
132591,383,1,11354,2,831.55,4334.45
132592,383,1,11354,5,5.75,31.55
132593,383,1,11354,3,90.63,374.98
138295,384,1,11354,4,58.77,369.52
138296,384,1,11354,3,24.3,100.54
138297,384,1,11354,4,83.43,524.57
138298,384,1,11354,4,67.68,425.54
138299,384,1,11354,7,39.79,292.95
138300,384,1,11354,6,265.77,1744.12
138301,384,1,11354,2,214.27,1116.88
138302,384,1,11354,2,58.12,302.95
138303,384,1,11354,1,51.7,228.13
138304,384,1,11354,6,250.38,1643.12
138305,384,1,11354,7,73.28,539.52
138306,384,1,11354,3,12.45,51.51
138307,384,1,11354,3,88.67,366.87
138308,384,1,11354,5,78.75,432.14
138309,384,1,11354,7,94.23,693.77
138310,384,1,11354,4,28.26,177.68
143929,385,1,11354,1,21.72,95.84
143930,385,1,11354,6,30.99,203.37
143931,385,1,11354,7,14.3,105.28
143932,385,1,11354,4,96.72,608.13
143933,385,1,11354,2,455.6,2374.82
143934,385,1,11354,2,14.32,74.64
143935,385,1,11354,2,137.24,715.36
143936,385,1,11354,7,86.82,639.21
143937,385,1,11354,6,170.93,1121.73
143938,385,1,11354,2,571.29,2977.85
143939,385,1,11354,3,60.05,248.46
143940,385,1,11354,1,63.21,278.91
143941,385,1,11354,4,79.76,501.49
143942,385,1,11354,6,437.71,2872.47
143943,385,1,11354,2,128.66,670.64
143944,385,1,11354,5,25.63,140.64
143945,385,1,11354,3,67.52,279.36
143946,385,1,11354,3,62.98,260.58
149609,386,1,11354,7,79.65,586.42
149610,386,1,11354,6,541.1,3550.97
149611,386,1,11354,2,879.65,4585.18
149612,386,1,11354,3,9.1,37.65
149613,386,1,11354,6,585.95,3845.30
149614,386,1,11354,3,64.03,264.92
149615,386,1,11354,1,96.09,424.00
149616,386,1,11354,7,10.95,80.62
149617,386,1,11354,1,71.91,317.30
149618,386,1,11354,2,466.29,2430.54
149619,386,1,11354,5,62.68,343.96
149620,386,1,11354,3,69.77,288.67
149621,386,1,11354,7,8.6,63.32
149622,386,1,11354,1,94.65,417.64
149623,386,1,11354,7,71.51,526.49
149624,386,1,11354,6,524.48,3441.90
149625,386,1,11354,1,64.47,284.47
149626,386,1,11354,4,19.03,119.65
149627,386,1,11354,6,966.58,6343.18
149628,386,1,11354,1,11.47,50.61
149629,386,1,11354,6,271.9,1784.34
155260,387,1,11354,7,50.89,374.68
155261,387,1,11354,7,17.64,129.87
155262,387,1,11354,7,9.05,66.63
155263,387,1,11354,7,67.88,499.77
155264,387,1,11354,5,19.06,104.59
155265,387,1,11354,6,869.4,5705.44
155266,387,1,11354,6,645.68,4237.27
155267,387,1,11354,2,38.9,202.77
155268,387,1,11354,3,74.85,309.69
155269,387,1,11354,3,36.34,150.36
155270,387,1,11354,2,649.4,3385.00
155271,387,1,11354,2,213.06,1110.58
155272,387,1,11354,3,62.5,258.59
155273,387,1,11354,4,62.69,394.16
155274,387,1,11354,5,74.76,410.25
155275,387,1,11354,3,93.33,386.15
155276,387,1,11354,5,45.46,249.46
155277,387,1,11354,4,48.68,306.08
155278,387,1,11354,2,215.66,1124.13
155279,387,1,11354,3,14.75,61.03
155280,387,1,11354,7,19.6,144.31
160944,388,1,11354,3,19.35,80.06
160945,388,1,11354,3,88.48,366.09
160946,388,1,11354,6,844.28,5540.59
160947,388,1,11354,2,418.32,2180.49
160948,388,1,11354,3,64.18,265.54
160949,388,1,11354,4,35.56,223.58
160950,388,1,11354,4,41.1,258.42
160951,388,1,11354,6,610.65,4007.39
160952,388,1,11354,7,10.89,80.18
160953,388,1,11354,7,18.89,139.08
160954,388,1,11354,4,66.33,417.05
160955,388,1,11354,4,57.43,361.09
160956,388,1,11354,1,70.19,309.71
160957,388,1,11354,4,67.85,426.61
160958,388,1,11354,2,101.04,526.67
160959,388,1,11354,1,12.17,53.70
160960,388,1,11354,6,484.92,3182.29
160961,388,1,11354,3,81.37,336.67
160962,388,1,11354,3,89.09,368.61
160963,388,1,11354,1,11.95,52.73
160964,388,1,11354,7,45.59,335.66
166730,389,1,11354,6,189.09,1240.90
166731,389,1,11354,3,77.11,319.04
166732,389,1,11354,5,23.04,126.43
166733,389,1,11354,5,41.05,225.26
166734,389,1,11354,4,83.95,527.84
166735,389,1,11354,3,13.8,57.10
166736,389,1,11354,6,857.52,5627.47
166737,389,1,11354,2,669.11,3487.74
166738,389,1,11354,1,71.51,315.54
166739,389,1,11354,3,56.04,231.87
166740,389,1,11354,3,47.78,197.69
166741,389,1,11354,7,87.89,647.09
166742,389,1,11354,2,969.16,5051.75
166743,389,1,11354,4,38.91,244.65
166744,389,1,11354,3,94.07,389.21
166745,389,1,11354,1,25.6,112.96
166746,389,1,11354,7,21.96,161.68
166747,389,1,11354,1,45.52,200.86
166748,389,1,11354,7,58.16,428.20
166749,389,1,11354,3,18.69,77.33
172463,390,1,11354,2,854.25,4452.78
172464,390,1,11354,4,68.12,428.30
172465,390,1,11354,6,662.9,4350.28
172466,390,1,11354,7,81.73,601.74
172467,390,1,11354,7,60.23,443.44
172468,390,1,11354,6,870.18,5710.56
172469,390,1,11354,6,833.25,5468.20
172470,390,1,11354,3,16.8,69.51
172471,390,1,11354,4,6.71,42.19
172472,390,1,11354,5,30.52,167.48
172473,390,1,11354,3,28.35,117.30
172474,390,1,11354,3,91.05,376.72
172475,390,1,11354,2,243.26,1267.99
172476,390,1,11354,1,13.59,59.97
172477,390,1,11354,4,12.93,81.30
172478,390,1,11354,7,58.62,431.59
172479,390,1,11354,2,293.29,1528.77
172480,390,1,11354,3,61.54,254.62
172481,390,1,11354,3,44.69,184.90
172482,390,1,11354,5,92.72,508.80
172483,390,1,11354,6,198.31,1301.41
178211,391,1,11354,5,31.91,175.11
178212,391,1,11354,4,52.27,328.65
178213,391,1,11354,2,929.4,4844.50
178214,391,1,11354,3,33.81,139.89
178215,391,1,11354,4,55.24,347.32
178216,391,1,11354,4,99.07,622.90
178217,391,1,11354,5,72.16,395.98
178218,391,1,11354,1,12.97,57.23
178219,391,1,11354,5,68.82,377.65
178220,391,1,11354,5,38.9,213.46
178221,391,1,11354,7,45.6,335.73
178222,391,1,11354,1,18.95,83.62
178223,391,1,11354,4,81.96,515.32
178224,391,1,11354,1,11.29,49.82
178225,391,1,11354,2,75.72,394.69
178226,391,1,11354,5,74.53,408.98
183909,392,1,11354,3,44.96,186.02
183910,392,1,11354,1,99.86,440.63
183911,392,1,11354,6,435.65,2858.95
183912,392,1,11354,3,55.56,229.88
183913,392,1,11354,2,765.74,3991.42
183914,392,1,11354,7,40.15,295.60
183915,392,1,11354,4,60.4,379.76
183916,392,1,11354,1,25.84,114.02
183917,392,1,11354,3,77.85,322.10
183918,392,1,11354,4,95.84,602.59
183919,392,1,11354,3,52.24,216.14
183920,392,1,11354,4,61.45,386.37
183921,392,1,11354,7,59.09,435.05
183922,392,1,11354,3,8.12,33.60
183923,392,1,11354,6,891.51,5850.53
183924,392,1,11354,2,561.84,2928.59
183925,392,1,11354,6,862.74,5661.73
183926,392,1,11354,1,21.36,94.25
183927,392,1,11354,1,69.1,304.90
183928,392,1,11354,1,55.93,246.79
189593,393,1,11354,5,8.63,47.36
189594,393,1,11354,4,65.03,408.88
189595,393,1,11354,5,81.59,447.73
189596,393,1,11354,2,834.53,4349.99
189597,393,1,11354,3,54.58,225.82
189598,393,1,11354,5,67.87,372.44
189599,393,1,11354,7,71.32,525.09
189600,393,1,11354,6,619.37,4064.62
189601,393,1,11354,5,50.56,277.45
189602,393,1,11354,4,30.22,190.01
189603,393,1,11354,3,41.18,170.38
189604,393,1,11354,3,26.5,109.64
189605,393,1,11354,2,543.57,2833.36
189606,393,1,11354,3,76.26,315.53
189607,393,1,11354,4,75.51,474.77
189608,393,1,11354,4,63.64,400.14
189609,393,1,11354,6,905.36,5941.43
189610,393,1,11354,1,41.94,185.06
189611,393,1,11354,1,26.58,117.28
189612,393,1,11354,4,11.61,73.00
195347,394,1,11354,1,16.05,70.82
195348,394,1,11354,4,38.04,239.18
195349,394,1,11354,3,46.5,192.39
195350,394,1,11354,4,21.4,134.55
195351,394,1,11354,5,77.43,424.90
195352,394,1,11354,5,57.3,314.43
195353,394,1,11354,5,33,181.09
195354,394,1,11354,6,591.66,3882.77
195355,394,1,11354,1,11.08,48.89
195356,394,1,11354,6,259.07,1700.15
195357,394,1,11354,6,21.29,139.72
195358,394,1,11354,2,776.87,4049.43
195359,394,1,11354,1,70.21,309.80
195360,394,1,11354,1,86.27,380.67
195361,394,1,11354,3,84.9,351.27
195362,394,1,11354,7,20.26,149.16
195363,394,1,11354,1,95.52,421.48
195364,394,1,11354,2,889.93,4638.76
195365,394,1,11354,6,326.81,2144.69
201090,395,1,11354,5,8.4,46.09
201091,395,1,11354,3,69.9,289.21
201092,395,1,11354,4,66.75,419.69
201093,395,1,11354,6,314.73,2065.42
201094,395,1,11354,4,82.61,519.41
201095,395,1,11354,5,69.08,379.08
201096,395,1,11354,5,93.82,514.84
201097,395,1,11354,4,50.68,318.65
201098,395,1,11354,4,35.52,223.33
201099,395,1,11354,2,952.39,4964.33
201100,395,1,11354,1,32.08,141.55
201101,395,1,11354,1,76.91,339.37
201102,395,1,11354,6,575.07,3773.90
201103,395,1,11354,2,219.34,1143.31
201104,395,1,11354,4,94.03,591.21
201105,395,1,11354,2,715.25,3728.24
201106,395,1,11354,1,42.62,188.06
201107,395,1,11354,6,311.52,2044.35
201108,395,1,11354,1,82.34,363.33
206781,396,1,11354,6,154.48,1013.77
206782,396,1,11354,1,93.35,411.91
206783,396,1,11354,1,51.27,226.23
206784,396,1,11354,5,25.16,138.07
206785,396,1,11354,6,411.02,2697.32
206786,396,1,11354,1,52.28,230.69
206787,396,1,11354,6,288.79,1895.18
206788,396,1,11354,3,25.79,106.71
206789,396,1,11354,6,961.38,6309.06
206790,396,1,11354,4,26.93,169.32
206791,396,1,11354,2,558.34,2910.35
206792,396,1,11354,6,613.53,4026.29
206793,396,1,11354,5,23.62,129.61
206794,396,1,11354,6,830.82,5452.26
206795,396,1,11354,7,57.12,420.55
206796,396,1,11354,7,38.5,283.46
206797,396,1,11354,7,33.66,247.82
206798,396,1,11354,2,147.42,768.43
206799,396,1,11354,6,444.33,2915.92
206800,396,1,11354,7,95.92,706.21
212600,397,1,11354,4,61.3,385.42
212601,397,1,11354,1,30.46,134.40
212602,397,1,11354,2,302.29,1575.69
212603,397,1,11354,1,14.83,65.44
212604,397,1,11354,7,89.99,662.55
212605,397,1,11354,4,44.74,281.30
212606,397,1,11354,6,913.88,5997.34
212607,397,1,11354,5,33.08,181.53
212608,397,1,11354,4,84.33,530.22
212609,397,1,11354,7,70.97,522.52
212610,397,1,11354,7,7.49,55.15
212611,397,1,11354,3,75.26,311.39
212612,397,1,11354,2,715.68,3730.48
212613,397,1,11354,4,19.76,124.24
212614,397,1,11354,5,73.2,401.69
212615,397,1,11354,6,477.67,3134.71
212616,397,1,11354,7,14.62,107.64
218329,398,1,11354,1,52.37,231.08
218330,398,1,11354,6,477.13,3131.17
218331,398,1,11354,4,88.56,556.82
218332,398,1,11354,1,92.45,407.94
218333,398,1,11354,6,988.09,6484.34
218334,398,1,11354,6,651.31,4274.22
218335,398,1,11354,6,742.75,4874.30
218336,398,1,11354,2,584.24,3045.35
218337,398,1,11354,1,93.49,412.52
218338,398,1,11354,3,95.02,393.15
218339,398,1,11354,4,31.66,199.06
218340,398,1,11354,1,68.46,302.08
218341,398,1,11354,2,337.34,1758.38
218342,398,1,11354,3,39.99,165.46
218343,398,1,11354,7,12.49,91.96
218344,398,1,11354,6,269.39,1767.87
218345,398,1,11354,1,36.26,160.00
218346,398,1,11354,5,35.2,193.16
218347,398,1,11354,6,678.91,4455.35
218348,398,1,11354,5,97.6,535.58
218349,398,1,11354,1,21,92.66
224028,399,1,11354,2,585.59,3052.39
224029,399,1,11354,6,713.78,4684.18
224030,399,1,11354,2,750.5,3911.98
224031,399,1,11354,7,39.47,290.60
224032,399,1,11354,6,554.16,3636.67
224033,399,1,11354,6,955.37,6269.62
224034,399,1,11354,3,63.65,263.35
224035,399,1,11354,5,89.65,491.95
224036,399,1,11354,7,47.91,352.74
224037,399,1,11354,2,517.96,2699.87
224038,399,1,11354,5,22.85,125.39
224039,399,1,11354,3,53.7,222.18
224040,399,1,11354,3,33.7,139.43
224041,399,1,11354,1,86.73,382.70
224042,399,1,11354,1,66.03,291.36
224043,399,1,11354,7,85.64,630.52
224044,399,1,11354,5,23.51,129.01
224045,399,1,11354,4,50.86,319.78
224046,399,1,11354,3,92,380.65
224047,399,1,11354,2,650.73,3391.93
229695,400,1,11354,2,991.51,5168.25
229696,400,1,11354,3,78.9,326.45
229697,400,1,11354,2,87.85,457.92
229698,400,1,11354,2,561.47,2926.66
229699,400,1,11354,3,39.61,163.89
229700,400,1,11354,5,47.91,262.91
229701,400,1,11354,2,477.98,2491.47
229702,400,1,11354,2,405.56,2113.98
229703,400,1,11354,6,437.2,2869.12
229704,400,1,11354,3,91.46,378.42
229705,400,1,11354,2,898.39,4682.86
229706,400,1,11354,3,44.12,182.55
229707,400,1,11354,5,26.48,145.31
229708,400,1,11354,2,482.75,2516.33
229709,400,1,11354,3,98.2,406.30
229710,400,1,11354,5,64.1,351.75
229711,400,1,11354,4,78.46,493.32
229712,400,1,11354,4,95.68,601.59
229713,400,1,11354,1,55.77,246.09
229714,400,1,11354,6,908.01,5958.82
235409,401,1,11354,2,604.96,3153.35
235410,401,1,11354,6,664.75,4362.42
235411,401,1,11354,6,598.89,3930.22
235412,401,1,11354,1,56.27,248.29
235413,401,1,11354,3,75.87,313.91
235414,401,1,11354,1,65.71,289.95
235415,401,1,11354,1,52.22,230.42
235416,401,1,11354,5,36.02,197.66
235417,401,1,11354,5,16.54,90.76
235418,401,1,11354,3,21.48,88.87
235419,401,1,11354,3,82.07,339.56
235420,401,1,11354,6,195.03,1279.88
235421,401,1,11354,6,864.58,5673.81
235422,401,1,11354,1,30.97,136.66
235423,401,1,11354,7,70.2,516.85
235424,401,1,11354,3,8.63,35.71
235425,401,1,11354,6,964.18,6327.43
235426,401,1,11354,3,28.03,115.97
235427,401,1,11354,6,835.37,5482.12
235428,401,1,11354,3,44.67,184.82
