id_venda,id_data,id_posto,id_func,id_comb,qtd_lts,valor_venda
35792,366,16,11429,2,466.4,2431.11
35793,366,16,11429,2,875.57,4563.91
35798,366,16,11429,6,404.4,2653.88
35810,366,17,11431,6,592.29,3886.90
35823,366,18,11437,2,229.05,1193.92
35824,366,18,11437,6,661.95,4344.05
35826,366,18,11437,2,652.43,3400.79
35830,366,18,11437,2,833.19,4343.00
35835,366,19,11443,2,286.97,1495.83
35853,366,19,11443,6,849.27,5573.33
35854,366,20,11445,6,139.08,912.71
35866,366,20,11445,2,473.91,2470.26
35867,366,20,11445,2,814.9,4247.67
35870,366,20,11445,2,792.39,4130.33
35872,366,21,11454,6,231.67,1520.33
35874,366,21,11454,6,210.73,1382.92
35875,366,21,11454,2,228.87,1192.98
35886,366,21,11454,6,587.21,3853.57
35888,366,21,11454,2,274.51,1430.88
35889,366,21,11454,2,896.94,4675.30
35890,366,21,11454,6,960.27,6301.77
35891,366,21,11454,2,100.03,521.41
35893,366,22,11459,6,739.5,4852.97
35900,366,22,11459,2,519.67,2708.78
35905,366,22,11459,6,648.08,4253.03
35908,366,22,11459,6,553.52,3632.47
35910,366,22,11459,2,442.98,2309.03
35911,366,22,11459,6,865.8,5681.81
35917,366,23,11464,2,784.12,4087.23
35922,366,23,11464,6,334.5,2195.16
35923,366,23,11464,6,591.83,3883.88
35924,366,23,11464,2,837.59,4365.94
35929,366,23,11464,2,773.01,4029.31
35930,366,23,11464,6,822.88,5400.15
35945,366,24,11469,2,167.59,873.56
35948,366,25,11474,6,636.95,4179.98
35950,366,25,11474,6,134.76,884.36
35951,366,25,11474,6,509.1,3340.97
35952,366,25,11474,2,128.76,671.16
35953,366,25,11474,2,769.84,4012.79
35958,366,25,11474,6,167.5,1099.22
35963,366,25,11474,2,559.01,2913.84
35965,366,26,11478,6,757.46,4970.83
35966,366,26,11478,6,209.08,1372.09
35971,366,26,11478,6,254.85,1672.45
35978,366,26,11478,6,795.62,5221.26
35987,366,27,11481,2,500.61,2609.43
35992,366,27,11481,6,912.41,5987.69
35995,366,27,11481,6,127.55,837.05
35996,366,27,11481,6,573.38,3762.81
35997,366,27,11481,2,381.86,1990.45
35999,366,28,11489,6,805.98,5289.24
36001,366,28,11489,6,737.55,4840.17
36005,366,28,11489,2,232.92,1214.10
36008,366,28,11489,6,461.05,3025.64
36018,366,29,11494,2,759.84,3960.67
36020,366,29,11494,6,828.25,5435.39
36024,366,29,11494,6,498,3268.12
36026,366,29,11494,2,315.82,1646.21
36030,366,29,11494,6,178.78,1173.24
36032,366,29,11494,6,208.13,1365.85
36034,366,29,11494,2,690.93,3601.47
36040,366,30,11496,2,764.22,3983.50
36042,366,30,11496,2,903.29,4708.40
36043,366,30,11496,2,950.39,4953.91
36046,366,30,11496,2,602.88,3142.51
36054,366,31,11504,6,711.33,4668.10
36055,366,31,11504,6,636.63,4177.88
36063,366,31,11504,2,293.35,1529.09
36067,366,31,11504,6,636.69,4178.28
36071,366,32,11508,6,182.63,1198.51
36082,366,32,11508,2,806.45,4203.62
36083,366,32,11508,2,425.55,2218.18
36084,366,32,11508,2,882.31,4599.04
36089,366,33,11512,2,624.35,3254.42
36096,366,33,11512,2,166.07,865.64
36106,366,34,11518,2,125.55,654.43
36109,366,34,11518,6,821.65,5392.08
36115,366,34,11518,2,213.14,1110.99
36116,366,34,11518,6,146.23,959.63
36119,366,34,11518,6,471.91,3096.91
36121,366,34,11518,2,227.74,1187.09
36122,366,35,11522,6,450.37,2955.55
36127,366,35,11522,2,503.51,2624.55
36129,366,35,11522,2,120.73,629.31
36138,366,36,11527,2,581.78,3032.53
36139,366,36,11527,2,285.83,1489.89
36140,366,36,11527,6,243.34,1596.92
36142,366,36,11527,2,212.06,1105.36
36143,366,36,11527,6,442.32,2902.72
36144,366,36,11527,2,989.51,5157.82
36148,366,36,11527,6,267.58,1755.99
36151,366,36,11527,2,591.14,3081.32
36162,366,37,11533,6,106.37,698.05
36172,366,38,8124,2,109.17,569.05
36173,366,38,8124,6,676.34,4438.48
36176,366,38,8124,6,230.56,1513.05
36179,366,38,8124,2,961.41,5011.35
36181,366,38,8124,2,293.1,1527.78
36186,366,38,8124,6,903.62,5930.01
36189,366,39,11543,2,543.52,2833.10
36198,366,39,11543,2,871.57,4543.06
36202,366,39,11543,6,855.31,5612.97
36203,366,39,11543,2,215.6,1123.82
36204,366,39,11543,2,464.5,2421.21
36205,366,40,11547,2,787.65,4105.63
36206,366,40,11547,6,287.36,1885.80
36207,366,40,11547,6,801.39,5259.12
36209,366,40,11547,2,267.65,1395.13
36211,366,40,11547,2,504.66,2630.54
36215,366,40,11547,6,520.93,3418.60
36216,366,40,11547,2,297.49,1550.67
36218,366,40,11547,6,266.88,1751.40
36230,366,41,8135,2,379.92,1980.33
36239,366,41,8135,6,394.44,2588.51
36240,366,41,8135,6,216.66,1421.83
36241,366,41,8135,2,532.73,2776.86
36242,366,42,11558,2,936.01,4878.95
36243,366,42,11558,2,288.19,1502.19
36248,366,42,11558,6,188.96,1240.05
36249,366,42,11558,2,567.92,2960.28
36254,366,42,11558,6,947.37,6217.12
36257,366,42,11558,2,837.45,4365.21
36263,366,43,4734,2,836.29,4359.16
36266,366,43,4734,6,465.73,3056.35
36277,366,44,8154,6,945.62,6205.63
36281,366,44,8154,6,850.21,5579.50
36284,366,44,8154,6,756.74,4966.11
36288,366,44,8154,6,195.36,1282.05
36291,366,44,8154,6,998.33,6551.54
36292,366,44,8154,2,485.06,2528.38
36302,366,45,11572,2,983.75,5127.80
36315,366,46,11579,2,605.84,3157.94
36319,366,46,11579,2,749.45,3906.51
36325,366,46,11579,6,245.48,1610.96
36332,366,47,11583,2,455.1,2372.21
36335,366,47,11583,2,901.39,4698.50
36348,366,48,11589,2,216.9,1130.59
36356,366,48,11589,6,586.13,3846.48
36358,366,48,11589,2,305.46,1592.21
36359,366,48,11589,2,262.09,1366.14
36365,366,49,11591,2,576.39,3004.43
36367,366,49,11591,6,208.34,1367.23
36368,366,49,11591,6,374.61,2458.38
36378,366,49,11591,2,594.47,3098.67
36382,366,50,11597,2,894.95,4664.93
36383,366,50,11597,6,184.79,1212.68
36402,366,51,4772,6,913.76,5996.55
36409,366,51,4772,2,843.93,4398.99
36410,366,51,4772,6,117.89,773.65
36412,366,51,4772,2,482.83,2516.75
36418,366,52,3673,2,863.47,4500.84
36419,366,52,3673,6,397.01,2605.38
36422,366,52,3673,2,789.69,4116.26
36423,366,52,3673,2,876.63,4569.43
36427,366,52,3673,2,716.95,3737.10
36429,366,52,3673,2,363.64,1895.47
36438,366,53,11612,2,586.09,3054.99
36445,366,53,11612,6,407.36,2673.30
36449,366,53,11612,6,929.5,6099.84
36457,366,54,4789,2,953.06,4967.83
36463,366,54,4789,6,674.19,4424.37
36470,366,55,4794,6,605.15,3971.30
36471,366,55,4794,2,732.6,3818.68
36473,366,55,4794,2,693.49,3614.82
36475,366,55,4794,6,766.47,5029.96
36477,366,55,4794,6,836.33,5488.42
36478,366,55,4794,6,111.11,729.16
36484,366,55,4794,2,866.03,4514.18
36491,366,56,4797,6,983.83,6456.38
36504,366,56,4797,6,790.06,5184.77
36505,366,56,4797,2,960.59,5007.08
36506,366,56,4797,2,765.97,3992.62
36510,366,56,4797,6,799.75,5248.36
36512,366,57,11632,6,296.94,1948.67
36514,366,57,11632,6,937.82,6154.44
36517,366,57,11632,2,225.46,1175.21
36518,366,57,11632,2,628.89,3278.09
36521,366,57,11632,6,620.14,4069.67
36522,366,57,11632,6,254.99,1673.37
36525,366,57,11632,6,501.21,3289.19
36538,366,58,11639,2,175.19,913.18
36540,366,58,11639,2,543.77,2834.40
36544,366,58,11639,2,942.22,4911.32
36546,366,58,11639,2,480.87,2506.53
36547,366,58,11639,2,666.33,3473.25
36554,366,59,11641,2,507.15,2643.52
36562,366,59,11641,6,246.86,1620.02
36573,366,60,4816,2,479.99,2501.95
36574,366,60,4816,2,597.57,3114.83
36578,366,60,4816,2,612.77,3194.06
36582,366,60,4816,2,778.45,4057.67
36584,366,60,4816,6,295.31,1937.97
36586,366,60,4816,2,871.3,4541.65
36589,366,61,11652,2,323.76,1687.60
36590,366,61,11652,2,691.78,3605.90
36599,366,61,11652,2,734.28,3827.43
36600,366,61,11652,6,123.31,809.22
36603,366,61,11652,6,232.85,1528.08
36606,366,62,11657,2,222.65,1160.56
36610,366,62,11657,2,431.8,2250.76
36612,366,62,11657,2,520.05,2710.76
36615,366,62,11657,2,506.68,2641.07
36622,366,62,11657,2,353.45,1842.36
36625,366,62,11657,6,821.31,5389.85
36629,366,63,11664,2,287.97,1501.04
36636,366,63,11664,6,541.27,3552.08
36638,366,63,11664,2,140.61,732.93
36641,366,64,11667,2,359.36,1873.16
36643,366,64,11667,6,428.54,2812.29
36654,366,64,11667,2,196.14,1022.38
36656,366,64,11667,6,235.07,1542.65
36657,366,64,11667,6,913.8,5996.81
36660,366,65,11673,2,458.78,2391.39
36661,366,65,11673,2,865.09,4509.28
36662,366,65,11673,6,587.75,3857.11
36668,366,65,11673,6,627.65,4118.95
36669,366,65,11673,6,832.23,5461.51
36671,366,65,11673,6,331.75,2177.11
36677,366,65,11673,2,690.02,3596.73
36682,366,66,8263,6,830,5446.88
36683,366,66,8263,6,391.26,2567.64
36686,366,66,8263,6,660.44,4334.14
36687,366,66,8263,6,298.87,1961.33
36693,366,66,8263,2,336.32,1753.07
36695,366,66,8263,6,677.24,4444.39
36700,366,66,8263,6,749.07,4915.77
36702,366,67,8266,2,809.91,4221.66
36710,366,67,8266,6,972.77,6383.80
36717,366,67,8266,2,542.52,2827.89
36719,366,67,8266,6,621.78,4080.43
36722,366,68,11689,2,542.71,2828.88
36724,366,68,11689,2,590.24,3076.63
36725,366,68,11689,6,587.29,3854.09
36726,366,68,11689,2,261.46,1362.86
36729,366,68,11689,6,255.75,1678.36
36730,366,68,11689,6,799.69,5247.97
36734,366,68,11689,6,495.9,3254.34
36742,366,69,11694,2,903.08,4707.30
36746,366,69,11694,6,636.11,4174.47
36762,366,70,11699,2,115.18,600.38
36765,366,70,11699,6,293.54,1926.36
36773,366,70,11699,6,283.65,1861.45
36777,366,71,8286,6,311.22,2042.38
36778,366,71,8286,2,359.76,1875.25
36786,366,71,8286,6,206.12,1352.66
36793,366,72,11708,6,300.85,1974.33
36796,366,72,11708,6,347.46,2280.21
36809,366,72,11708,6,356.67,2340.65
36810,366,72,11708,6,191.79,1258.62
36820,366,73,4884,2,699.17,3644.42
36823,366,73,4884,2,532.99,2778.21
36833,366,74,11719,2,278.79,1453.19
36836,366,74,11719,6,918.94,6030.54
36838,366,74,11719,6,884.72,5805.98
36845,366,74,11719,2,515.21,2685.53
36846,366,74,11719,2,821.25,4280.77
36851,366,75,11724,2,139.46,726.94
36856,366,75,11724,2,187.14,975.47
36857,366,75,11724,6,797.3,5232.28
36860,366,75,11724,6,956.47,6276.83
36861,366,75,11724,6,219.61,1441.19
36864,366,75,11724,6,460.35,3021.05
36867,366,76,11727,2,453.52,2363.97
36871,366,76,11727,6,494.13,3242.73
36872,366,76,11727,2,710.85,3705.31
36873,366,76,11727,6,434.04,2848.39
36875,366,76,11727,6,101.46,665.83
36877,366,76,11727,6,126.66,831.21
36879,366,76,11727,6,953.5,6257.34
36886,366,77,381,6,843.62,5536.26
36893,366,77,381,2,409.68,2135.46
36901,366,78,11736,2,148.23,772.65
36902,366,78,11736,2,454.48,2368.98
36905,366,78,11736,6,126.99,833.37
36907,366,78,11736,2,873.27,4551.92
36908,366,78,11736,2,758.01,3951.13
36910,366,78,11736,2,918.24,4786.33
36914,366,78,11736,2,190.93,995.22
36915,366,78,11736,2,933.33,4864.98
36923,366,79,11744,2,588.11,3065.52
36927,366,79,11744,6,477.83,3135.76
36932,366,79,11744,2,592.1,3086.32
36952,366,81,8339,2,470.6,2453.00
36953,366,81,8339,2,252.76,1317.51
36954,366,81,8339,6,775.83,5091.38
36955,366,81,8339,2,299.4,1560.62
36956,366,81,8339,6,996.11,6536.97
36963,366,81,8339,6,429.94,2821.48
36969,366,81,8339,2,755.86,3939.92
36973,366,82,11759,2,214.53,1118.24
36976,366,82,11759,6,716.86,4704.39
36979,366,82,11759,2,862.14,4493.90
36997,366,83,8347,2,198.65,1035.46
37001,366,83,8347,2,639.01,3330.84
37002,366,83,8347,6,338.49,2221.34
37003,366,83,8347,2,969.79,5055.03
37004,366,83,8347,6,479.78,3148.56
37006,366,83,8347,6,876.69,5753.28
37013,366,84,11768,2,567.41,2957.62
37019,366,84,11768,6,802.57,5266.87
37027,366,84,11768,6,803.47,5272.77
37044,366,85,11774,2,987.16,5145.57
37047,366,86,11776,6,271.14,1779.36
37054,366,86,11776,2,667.63,3480.02
37060,366,86,11776,6,686.87,4507.58
37065,366,87,8367,2,270.37,1409.30
37066,366,87,8367,6,167.71,1100.60
37068,366,87,8367,6,760.94,4993.67
37070,366,87,8367,6,465.63,3055.70
37072,366,87,8367,6,765.66,5024.64
37073,366,87,8367,2,942.24,4911.43
37077,366,87,8367,6,396.15,2599.73
37078,366,87,8367,2,834.35,4349.05
37083,366,88,11788,2,258.17,1345.71
37086,366,88,11788,2,826.79,4309.64
37094,366,88,11788,2,100.29,522.76
37095,366,88,11788,2,298.94,1558.22
37099,366,88,11788,2,321.58,1676.24
37100,366,89,8375,2,107.92,562.53
37101,366,89,8375,6,754.25,4949.77
37113,366,89,8375,6,384.55,2523.61
37115,366,90,11796,6,697.27,4575.83
37124,366,90,11796,2,570.37,2973.05
37125,366,90,11796,2,329.03,1715.07
37126,366,90,11796,2,246.62,1285.51
37129,366,90,11796,2,223.95,1167.34
37130,366,91,11804,2,164.09,855.32
37131,366,91,11804,6,143.86,944.08
37134,366,91,11804,2,212.02,1105.15
37138,366,91,11804,2,961.5,5011.82
37140,366,91,11804,2,575.34,2998.96
37146,366,91,11804,6,625.01,4101.63
37148,366,92,11808,6,533.05,3498.14
37159,366,92,11808,2,257.97,1344.67
37162,366,92,11808,2,527.35,2748.81
37165,366,93,11811,6,372.83,2446.70
37167,366,93,11811,6,193.25,1268.20
37168,366,93,11811,2,437.91,2282.61
37171,366,93,11811,2,518.06,2700.39
37180,366,93,11811,6,301.05,1975.64
37182,366,93,11811,2,766.43,3995.02
37185,366,94,11816,6,843.82,5537.57
37190,366,94,11816,6,146.31,960.16
37196,366,94,11816,2,109.45,570.51
37197,366,94,11816,6,328.29,2154.40
37199,366,94,11816,2,112.44,586.09
37202,366,94,11816,6,410.45,2693.58
37206,366,95,11823,2,781.57,4073.93
37207,366,95,11823,2,561.7,2927.86
37223,366,96,11827,2,876.68,4569.69
37232,366,96,11827,2,257.58,1342.64
37235,366,96,11827,2,104.06,542.41
37236,366,96,11827,6,328.39,2155.06
37241,366,97,11834,2,216.89,1130.54
37242,366,97,11834,2,327.67,1707.98
37245,366,97,11834,2,888.41,4630.84
37247,366,97,11834,2,871.72,4543.84
37264,366,98,11839,6,947.4,6217.31
37265,366,98,11839,2,265.5,1383.92
37267,366,98,11839,6,401.75,2636.48
37270,366,98,11839,6,684.49,4491.97
37274,366,98,11839,6,704.66,4624.33
37280,366,99,11841,2,702.31,3660.79
37281,366,99,11841,2,817.65,4262.00
37290,366,99,11841,6,961.34,6308.79
37297,366,100,11848,6,591.12,3879.22
37302,366,100,11848,2,367.87,1917.52
37303,366,100,11848,2,902.92,4706.47
37304,366,100,11848,6,703.43,4616.26
37305,366,100,11848,6,162.76,1068.11
37307,366,100,11848,6,759.98,4987.37
37310,366,100,11848,2,887.33,4625.21
37311,366,100,11848,6,135.72,890.66
37312,366,100,11848,2,657.62,3427.84
37313,366,100,11848,2,868.31,4526.07
37323,366,101,11853,2,989.07,5155.53
37330,366,101,11853,6,420.53,2759.73
37331,366,101,11853,2,828.18,4316.89
37333,366,101,11853,6,620.5,4072.03
37334,366,101,11853,6,135.53,889.42
37339,366,102,11859,6,632.07,4147.96
37347,366,102,11859,6,403.66,2649.02
37348,366,102,11859,2,653.42,3405.95
37350,366,102,11859,6,719.61,4722.44
37351,366,103,8445,6,791.98,5197.37
37352,366,103,8445,6,604.8,3969.00
37357,366,103,8445,2,472.75,2464.21
37359,366,103,8445,6,191.47,1256.52
37360,366,103,8445,6,277.36,1820.18
37361,366,103,8445,6,465.52,3054.97
37363,366,103,8445,2,178.38,929.81
37365,366,103,8445,2,809.2,4217.96
37370,366,103,8445,2,967.7,5044.14
37379,366,104,11865,6,694.85,4559.95
37380,366,104,11865,2,505.72,2636.07
37392,366,105,8457,6,274.87,1803.83
37394,366,105,8457,6,252.39,1656.31
37396,366,105,8457,6,103.75,680.86
37400,366,105,8457,6,672.93,4416.10
37402,366,105,8457,6,381.99,2506.81
37408,366,105,8457,2,841.68,4387.26
37414,366,106,11876,2,884.22,4609.00
37416,366,106,11876,6,933.85,6128.39
37418,366,106,11876,6,910.13,5972.73
37419,366,106,11876,6,137.47,902.15
37421,366,106,11876,6,283.21,1858.57
37425,366,106,11876,2,765.96,3992.57
37434,366,107,11880,2,598.32,3118.74
37435,366,107,11880,6,758.46,4977.39
37440,366,107,11880,6,694.66,4558.71
37445,366,107,11880,2,916.14,4775.38
37448,366,108,11888,2,279.73,1458.09
37451,366,108,11888,2,274.39,1430.26
37456,366,108,11888,2,350.1,1824.90
37457,366,108,11888,6,608.89,3995.84
37460,366,108,11888,2,877.34,4573.13
37469,366,109,11890,6,279.91,1836.91
37471,366,109,11890,2,466.9,2433.72
37473,366,109,11890,6,720.13,4725.85
37477,366,109,11890,6,137.83,904.51
37478,366,109,11890,2,411.02,2142.44
37517,366,111,11902,6,610.1,4003.78
37518,366,111,11902,2,122.22,637.07
37519,366,111,11902,2,690.86,3601.11
37522,366,112,8491,2,319.7,1666.44
37523,366,112,8491,2,484.92,2527.65
37526,366,112,8491,2,507.43,2644.98
37533,366,112,8491,6,317.85,2085.89
37537,366,112,8491,6,691.02,4534.82
37542,366,112,8491,6,545.3,3578.53
37548,366,113,11912,2,501.37,2613.39
37551,366,113,11912,2,817.93,4263.46
37553,366,113,11912,6,776.14,5093.42
37558,366,113,11912,6,805.11,5283.53
37559,366,113,11912,6,737.52,4839.97
37560,366,114,11919,2,782.33,4077.90
37566,366,114,11919,2,250.93,1307.97
37568,366,114,11919,6,997.03,6543.01
37569,366,114,11919,6,273.37,1793.99
37579,366,115,11923,2,891.42,4646.53
37583,366,115,11923,2,718.52,3745.29
37584,366,115,11923,6,968.27,6354.27
37593,366,116,11928,2,775.51,4042.35
37596,366,116,11928,2,441.47,2301.16
37597,366,116,11928,6,242.11,1588.85
37603,366,116,11928,2,535.07,2789.05
37604,366,116,11928,2,950.24,4953.13
37611,366,117,8519,6,628.6,4125.19
37614,366,117,8519,6,280.15,1838.48
37616,366,117,8519,2,120.83,629.83
37623,366,117,8519,6,750.44,4924.76
37632,366,118,11938,6,394.64,2589.82
37634,366,118,11938,6,226.55,1486.73
37637,366,118,11938,6,113.57,745.30
37639,366,118,11938,2,929.69,4846.01
37641,366,118,11938,2,588.56,3067.87
37644,366,118,11938,2,684.92,3570.15
37648,366,119,11942,2,498.47,2598.27
37649,366,119,11942,6,721.9,4737.47
37650,366,119,11942,6,469.44,3080.70
37655,366,119,11942,2,929.88,4847.00
37660,366,119,11942,2,959.19,4999.78
37668,366,120,11945,2,789.78,4116.73
37677,366,120,11945,2,437.12,2278.49
37682,366,120,11945,6,699.26,4588.89
37700,366,121,8539,2,781.87,4075.50
37709,366,122,11957,6,715.26,4693.89
37710,366,122,11957,6,652.6,4282.69
37717,366,122,11957,6,525.55,3448.92
37719,366,122,11957,6,220.19,1445.00
37721,366,122,11957,6,993.05,6516.89
37727,366,123,11964,6,784.14,5145.92
37730,366,123,11964,6,610.13,4003.98
37731,366,123,11964,6,530.29,3480.03
37735,366,123,11964,2,237.39,1237.40
37740,366,124,11966,6,526.88,3457.65
37741,366,124,11966,2,577.7,3011.26
37742,366,124,11966,6,773.34,5075.04
37743,366,124,11966,2,633.7,3303.16
37747,366,124,11966,2,505.21,2633.41
37755,366,124,11966,6,593.44,3894.45
37756,366,124,11966,6,986.58,6474.43
37757,366,124,11966,6,381.09,2500.90
37758,366,124,11966,2,919.12,4790.91
37759,366,125,11972,2,724.4,3775.93
37766,366,125,11972,6,890.57,5844.37
37770,366,125,11972,6,271.73,1783.23
37771,366,125,11972,2,862.25,4494.48
37782,366,126,11979,6,614.66,4033.71
37783,366,126,11979,6,437.28,2869.65
37787,366,126,11979,6,107.38,704.68
37788,366,126,11979,2,146.19,762.02
37793,366,126,11979,6,790.26,5186.08
37798,366,127,8569,2,645.14,3362.79
37799,366,127,8569,6,334.4,2194.50
37802,366,127,8569,2,848.19,4421.19
37804,366,127,8569,6,835.59,5483.56
37806,366,127,8569,2,687.28,3582.45
37807,366,127,8569,6,930.89,6108.97
37811,366,128,11989,2,806.52,4203.99
37816,366,128,11989,2,686,3575.78
37818,366,128,11989,2,743.82,3877.16
37820,366,128,11989,6,411.5,2700.47
37822,366,128,11989,6,447.9,2939.34
37825,366,128,11989,6,724.73,4756.04
37829,366,128,11989,2,916.41,4776.79
37839,366,129,11994,6,675.67,4434.08
37841,366,129,11994,6,329.87,2164.77
37849,366,130,11998,6,956.94,6279.92
37852,366,130,11998,2,575.26,2998.54
37860,366,130,11998,6,416.45,2732.95
37863,366,130,11998,2,363.8,1896.31
37866,366,131,12004,6,707.61,4643.69
37869,366,131,12004,6,300.89,1974.59
37873,366,131,12004,2,262.11,1366.25
37875,366,131,12004,6,333.63,2189.45
37878,366,131,12004,2,647.79,3376.61
37880,366,131,12004,6,876.76,5753.74
37889,366,132,12009,6,986.2,6471.94
37891,366,132,12009,2,768.62,4006.43
37893,366,132,12009,6,273.03,1791.76
37897,366,133,12013,2,200.71,1046.20
37899,366,133,12013,2,446.98,2329.88
37903,366,133,12013,2,498.03,2595.98
37909,366,133,12013,6,986.33,6472.79
37911,366,133,12013,2,494.35,2576.80
37914,366,133,12013,6,828.12,5434.54
37923,366,134,12018,6,932.01,6116.32
37928,366,134,12018,6,821.88,5393.59
37929,366,134,12018,6,360.71,2367.16
37945,366,135,5190,2,828.78,4320.02
37946,366,135,5190,6,106.36,697.99
37948,366,135,5190,6,489.33,3211.23
37950,366,135,5190,6,971.49,6375.40
37951,366,135,5190,6,925.86,6075.96
37965,366,136,12029,2,303.17,1580.27
37967,366,137,12032,6,455.51,2989.28
37969,366,137,12032,2,910.56,4746.29
37973,366,137,12032,6,251,1647.19
37974,366,137,12032,2,639.14,3331.52
37976,366,137,12032,6,699.15,4588.17
37977,366,137,12032,6,201.26,1320.77
37981,366,137,12032,6,150.96,990.68
37984,366,137,12032,2,637.17,3321.25
37990,366,138,12037,2,822.14,4285.40
37995,366,138,12037,2,835.27,4353.84
37996,366,138,12037,6,741.23,4864.32
37999,366,138,12037,6,557.82,3660.69
38000,366,138,12037,6,290.32,1905.22
38001,366,138,12037,6,774.92,5085.41
38004,366,139,12041,2,174.32,908.64
38005,366,139,12041,6,839.86,5511.58
38008,366,139,12041,6,577.58,3790.37
38009,366,139,12041,6,448.07,2940.46
38011,366,139,12041,6,660.34,4333.48
38014,366,139,12041,6,584.26,3834.21
38017,366,139,12041,6,952.08,6248.03
38019,366,139,12041,2,546.8,2850.20
38023,366,139,12041,2,846.82,4414.05
38033,366,140,8632,2,421.1,2194.98
38036,366,140,8632,2,178.48,930.33
38039,366,140,8632,2,169.17,881.80
38040,366,140,8632,2,755.03,3935.59
38041,366,140,8632,6,480.97,3156.37
38042,366,141,12051,6,678.43,4452.20
38043,366,141,12051,6,103.35,678.23
38044,366,141,12051,6,607.51,3986.78
38045,366,141,12051,6,755.2,4956.00
38047,366,141,12051,6,790.09,5184.97
38052,366,141,12051,6,293.86,1928.46
38053,366,141,12051,6,684.19,4490.00
38059,366,141,12051,6,298.19,1956.87
38060,366,141,12051,6,245.83,1613.26
38061,366,142,12057,2,773.87,4033.80
38063,366,142,12057,2,261.43,1362.70
38065,366,142,12057,2,216.18,1126.84
38066,366,142,12057,6,804.84,5281.76
38069,366,142,12057,6,984.16,6458.55
38072,366,142,12057,2,871.13,4540.77
38078,366,142,12057,2,742.35,3869.50
38082,366,143,12063,2,155.36,809.81
38083,366,143,12063,6,193.01,1266.63
38084,366,143,12063,2,326.07,1699.64
38089,366,143,12063,6,463.51,3041.78
38096,366,143,12063,2,840.42,4380.69
38098,366,143,12063,6,819.23,5376.20
38101,366,144,12066,2,753.01,3925.06
38105,366,144,12066,2,478.92,2496.37
38107,366,144,12066,6,619.02,4062.32
38113,366,144,12066,2,321.19,1674.20
38114,366,144,12066,2,161.1,839.73
38116,366,144,12066,2,774.38,4036.46
38119,366,144,12066,2,703.84,3668.77
38123,366,145,12074,2,907.23,4728.94
38127,366,145,12074,2,838.53,4370.84
38134,366,145,12074,6,273.9,1797.47
