id_venda,id_data,id_posto,id_func,id_comb,qtd_lts,valor_venda,id_registro,id_comb,id_data,nome_comb,tipo_comb,custo_comb,revenda_comb
35527,366,1,11354,6,758.4,4977.00,22671,6,1040,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22664,6,1039,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22657,6,1038,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22650,6,1037,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22643,6,1036,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22636,6,1035,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22629,6,1034,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22622,6,1033,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22615,6,1032,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22608,6,1031,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22601,6,1030,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22594,6,1029,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22587,6,1028,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22580,6,1027,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22573,6,1026,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22566,6,1025,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22559,6,1024,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22552,6,1023,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22545,6,1022,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22538,6,1021,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22531,6,1020,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22524,6,1019,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22517,6,1018,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22510,6,1017,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22503,6,1016,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22496,6,1015,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22489,6,1014,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22482,6,1013,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22475,6,1012,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22468,6,1011,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22461,6,1010,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22454,6,1009,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22447,6,1008,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22440,6,1007,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22433,6,1006,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22426,6,1005,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22419,6,1004,"Ipimax Diesel S10 Aditivado",Aditivado,5.76,7.2
35527,366,1,11354,6,758.4,4977.00,22412,6,1003,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22405,6,1002,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22398,6,1001,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22391,6,1000,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22384,6,999,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22377,6,998,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22370,6,997,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22363,6,996,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22356,6,995,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22349,6,994,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22342,6,993,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22335,6,992,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22328,6,991,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22321,6,990,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22314,6,989,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22307,6,988,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22300,6,987,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22293,6,986,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22286,6,985,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22279,6,984,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22272,6,983,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22265,6,982,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22258,6,981,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22251,6,980,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22244,6,979,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22237,6,978,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22230,6,977,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22223,6,976,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22216,6,975,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22209,6,974,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22202,6,973,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22195,6,972,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22188,6,971,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22181,6,970,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22174,6,969,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22167,6,968,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22160,6,967,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22153,6,966,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22146,6,965,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22139,6,964,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22132,6,963,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22125,6,962,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22118,6,961,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22111,6,960,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22104,6,959,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22097,6,958,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22090,6,957,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22083,6,956,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22076,6,955,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22069,6,954,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22062,6,953,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22055,6,952,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22048,6,951,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22041,6,950,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22034,6,949,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22027,6,948,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22020,6,947,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22013,6,946,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,22006,6,945,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21999,6,944,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21992,6,943,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21985,6,942,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21978,6,941,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21971,6,940,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21964,6,939,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21957,6,938,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21950,6,937,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21943,6,936,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21936,6,935,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21929,6,934,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21922,6,933,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21915,6,932,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21908,6,931,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21901,6,930,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21894,6,929,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21887,6,928,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21880,6,927,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21873,6,926,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21866,6,925,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21859,6,924,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21852,6,923,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21845,6,922,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21838,6,921,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21831,6,920,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21824,6,919,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21817,6,918,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21810,6,917,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21803,6,916,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21796,6,915,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21789,6,914,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21782,6,913,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21775,6,912,"Ipimax Diesel S10 Aditivado",Aditivado,5.86,7.325
35527,366,1,11354,6,758.4,4977.00,21768,6,911,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21761,6,910,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21754,6,909,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21747,6,908,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21740,6,907,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21733,6,906,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21726,6,905,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21719,6,904,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21712,6,903,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21705,6,902,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21698,6,901,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21691,6,900,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21684,6,899,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21677,6,898,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21670,6,897,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21663,6,896,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21656,6,895,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21649,6,894,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21642,6,893,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21635,6,892,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21628,6,891,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21621,6,890,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21614,6,889,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21607,6,888,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21600,6,887,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21593,6,886,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21586,6,885,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21579,6,884,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21572,6,883,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21565,6,882,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21558,6,881,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21551,6,880,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21544,6,879,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21537,6,878,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21530,6,877,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21523,6,876,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21516,6,875,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21509,6,874,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21502,6,873,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21495,6,872,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21488,6,871,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21481,6,870,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21474,6,869,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21467,6,868,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21460,6,867,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21453,6,866,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21446,6,865,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21439,6,864,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21432,6,863,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21425,6,862,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21418,6,861,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21411,6,860,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21404,6,859,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21397,6,858,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21390,6,857,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21383,6,856,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21376,6,855,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21369,6,854,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21362,6,853,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21355,6,852,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21348,6,851,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21341,6,850,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21334,6,849,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21327,6,848,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21320,6,847,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21313,6,846,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21306,6,845,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21299,6,844,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21292,6,843,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21285,6,842,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
35527,366,1,11354,6,758.4,4977.00,21278,6,841,"Ipimax Diesel S10 Aditivado",Aditivado,5.69,7.1125
